Depth,Lithology,WOB,RPM,Flow,Torque,Temp,ROP
0.0,0,113.67182020405161,82.21595146063436,37.851170512077175,8.506675675990547,80.0,7.719958782835928
5.005005005005005,0,211.62143208968575,125.02811368540297,37.409363972159994,11.10785034707476,80.37646341994169,10.049326748078894
10.01001001001001,0,174.43897010793887,164.75350030516898,57.1876374156311,10.960081906736312,80.75292683988336,9.591917285998951
15.015015015015015,0,151.77194231349623,147.86698636914736,37.48638599548518,10.253443641807134,81.12939025982504,3.533822121003348
20.02002002002002,0,76.52316887521421,156.78733774337397,38.15849178385893,8.882273443654894,81.50585367976673,3.486108726454888
25.025025025025023,0,76.51906845715445,139.0540040052861,52.78194787253891,8.61619142922238,81.8823170997084,4.671609645594978
30.03003003003003,0,59.87421406859391,143.0731877421423,43.4921952735162,8.343582097504012,82.25878051965009,5.59680631314193
35.03503503503504,0,197.24994478173898,161.90347818783832,53.301316708655435,11.373551068452354,82.63524393959176,6.066159139894023
40.04004004004004,0,152.1895519963455,89.9601610631023,31.960984726931557,9.393193455873444,83.01170735953345,8.767229886543126
45.04504504504504,0,170.37233822532772,118.73099563717686,44.62713581020153,10.188411699064208,83.38817077947513,2.557021771050961
50.05005005005005,0,53.499364030286415,86.54513301835226,31.008408005498477,7.368164275881012,83.7646341994168,2.3372735468389947
55.05505505505506,0,214.88467486753905,178.52016095959766,31.879596103660635,11.975495911744746,84.14109761935849,5.891765679023277
60.06006006006006,0,191.51524893607169,173.28712076239358,57.19312360033233,11.429611790157336,84.51756103930018,8.92526341201382
65.06506506506507,0,86.09764881530694,64.73121736422071,34.17736113352785,7.6929212367694495,84.89402445924185,3.9131307680302574
70.07007007007007,0,80.91024442520711,144.66902070188263,45.972620468256515,8.788240199032382,85.27048787918353,8.366694993337006
75.07507507507508,0,81.17876667508375,171.0297980898799,42.33286807802119,9.189022304849873,85.6469512991252,4.570041548775494
80.08008008008008,0,101.72118130312141,81.66904141528002,40.42029978776528,8.259459247291629,86.02341471906689,10.791175480375193
85.08508508508508,0,139.20859337748044,128.15342766631554,56.99500037061817,9.706473282544342,86.39987813900858,10.88217741145552
90.09009009009009,0,123.43065316915968,169.85859571056503,30.654701903264684,10.01649199904167,86.77634155895025,4.936714066302733
95.09509509509509,0,99.50895383366714,64.07351743029587,49.91369058526767,7.95128183812778,87.15280497889194,4.26762983747497
100.1001001001001,0,154.0149921028045,143.69043206962078,58.901833026406514,10.235656323100402,87.52926839883362,6.064361385209774
105.10510510510511,0,73.71395631084711,95.68188088470609,46.805045503855254,7.909507339487533,87.9057318187753,4.369090844505574
110.11011011011011,0,99.66459025098709,170.92754344518363,58.104673860992754,9.557204956697497,88.28219523871698,8.64843125655876
115.11511511511512,0,112.28151335992759,176.52698941984414,31.56773637858071,9.893535108496213,88.65865865865865,10.167365972382942
120.12012012012012,0,127.5318973168961,173.31197869361208,42.56379957222484,10.150317626742103,89.03512207860034,8.647507044636495
125.12512512512512,0,183.47991343681232,116.90570599889566,37.804733728861535,10.423183858719682,89.41158549854202,10.14108035724607
130.13013013013014,0,83.94454296692115,163.44511811871763,51.924628949421894,9.130567631119188,89.7880489184837,5.907919142065656
135.13513513513513,0,137.41985453031396,161.34592782420845,59.4389127149174,10.168586007969406,90.16451233842538,3.5245374221016883
140.14014014014015,0,150.71047670654724,98.29205678919067,37.695901873327436,9.488590385968806,90.54097575836707,9.274351606565517
145.14514514514514,0,57.89657016239961,159.46985689808128,49.62523804422223,8.549979256719212,90.91743917830874,5.539975612504635
150.15015015015015,0,153.28262482324453,64.44091616585911,35.9429289827922,9.032266238952777,91.29390259825043,8.609265729488122
155.15515515515514,0,78.98910102683956,131.55238541784638,46.9599076371483,8.553067801804488,91.6703660181921,4.649022887353087
160.16016016016016,0,61.05877080749752,87.60106047452436,43.91797460065008,7.535191323267816,92.04682943813378,2.7773427871651597
165.16516516516518,0,211.31054133306665,74.46802629327345,59.16015988894611,10.343231221060435,92.42329285807547,11.772677371541146
170.17017017017017,0,214.15744562267508,69.2343841955051,48.255818180893996,10.321664675386078,92.79975627801714,3.5148236499782137
175.17517517517518,0,187.4275491797984,143.55465310537676,40.485191162604565,10.90187078017662,93.17621969795883,11.720880950519078
180.18018018018017,0,101.78434075947303,100.78499565216794,33.422873546638,8.54746174997198,93.55268311790051,11.607389929763716
185.1851851851852,0,66.60425938108526,146.97201258345137,34.537404862048035,8.536665376373476,93.92914653784219,9.795211258009752
190.19019019019018,0,166.31961450706666,67.84276089587308,36.75950789853705,9.344033703579429,94.30560995778387,8.4676728771108
195.1951951951952,0,124.82592393573222,97.83484053967324,37.52899984020894,8.964041086809743,94.68207337772554,7.660940100994933
200.2002002002002,0,70.7464999236124,124.73895508504046,55.51848173523413,8.286014324747855,95.05853679766723,10.497225720604986
205.2052052052052,0,134.18007471891593,154.88677978067562,46.83668364847575,10.006903191088453,95.43500021760892,4.817041529154199
210.21021021021022,0,55.84604858958713,98.25030035184838,45.70172734123099,7.590675477069468,95.81146363755059,6.569686355148274
215.2152152152152,0,204.58446835339296,135.1069651724411,33.443066156076526,11.118293844654476,96.18792705749227,8.058302077601613
220.22022022022023,0,93.99259687200288,166.31732978834248,55.80419080048305,9.374611884265194,96.56439047743396,6.008283689942496
225.22522522522522,0,162.62878834017692,133.90358258187655,51.68442909625451,10.261129505531686,96.94085389737563,6.165688723386365
230.23023023023023,0,102.99088293519986,87.95513697043606,32.03005085700005,8.379144713260537,97.31731731731732,5.209060813721486
235.23523523523522,0,138.41156360022785,62.928093786784565,51.23505291689306,8.712152678806326,97.693780737259,7.504912576576544
240.24024024024024,0,142.94074748835754,164.4118648681116,46.306146520279384,10.324992922788825,98.07024415720068,10.311929949790027
245.24524524524526,0,81.42525743933959,62.55232930204646,32.45176037240335,7.566790088317489,98.44670757714236,3.940343339683075
250.25025025025025,0,214.82938671997496,164.96420072210393,43.74901924585969,11.771050745231058,98.82317099708405,11.126159784781446
255.25525525525526,0,181.77257997138946,123.47245608326544,44.54088861390141,10.48753844067677,99.19963441702572,8.7158565621213
260.2602602602603,0,209.71482006591214,172.68812382154755,34.97323620489827,11.784618258641457,99.5760978369674,10.025425838801594
265.26526526526527,0,202.1206495727003,155.85398829283986,58.37094441000847,11.380222815846604,99.95256125690908,7.404660781730474
270.27027027027026,0,151.64299639788447,179.7520932640005,55.49926114441986,10.729141326917697,100.32902467685076,9.586521316381187
275.27527527527525,0,206.71861995392987,102.08541785420522,50.07067011987325,10.665653666891675,100.70548809679244,2.114974087964986
280.2802802802803,0,65.04372534882631,152.0625946717352,43.86886683001822,8.581813427052555,101.08195151673412,9.958792612759487
285.2852852852853,0,83.31708661125468,108.23170963310906,42.35296624753526,8.28981737672173,101.45841493667581,2.3476237875234482
290.2902902902903,0,57.68863911479147,117.58507443646906,49.529204014528624,7.917548898842866,101.83487835661748,10.652119185713552
295.2952952952953,0,105.30615622975495,135.3006555862044,46.36295608220716,9.135632958388165,102.21134177655917,11.645085203209169
300.3003003003003,0,116.07513924721194,164.84125370236063,31.86819317645657,9.794121590479648,102.58780519650085,4.824737694300247
305.3053053053053,0,96.12933540156232,178.09001630391543,45.375079463109955,9.593936952589978,102.96426861644252,4.005145231835541
310.3103103103103,0,190.88537655582797,152.1928096637422,54.192108516985186,11.100599676072692,103.34073203638421,9.418010990726692
315.31531531531533,0,110.64806553791018,110.13201386008005,43.77719632790874,8.864941518659403,103.7171954563259,4.41817517324102
320.3203203203203,0,97.75886664685473,110.56284027324841,31.558697326628053,8.613619937035821,104.09365887626757,10.388597306207094
325.3253253253253,0,142.25833413690225,148.50987619066697,53.588345981520995,10.07281482559805,104.47012229620925,2.951197470999327
330.33033033033036,0,73.95711824570965,88.65325749219627,36.04091346407923,7.808941227297137,104.84658571615094,3.1756191808672303
335.33533533533534,0,186.37348672818675,73.25689357576736,37.758625046641164,9.826323138200246,105.22304913609261,11.483450040451356
340.34034034034033,0,62.67360942556104,102.55465891689317,34.941190602968874,7.791792072264618,105.59951255603428,8.507849132077988
345.3453453453453,0,217.77077922208795,94.4686789984898,39.90645194614493,10.772445769419106,105.97597597597598,10.18792091819612
350.35035035035037,0,181.28161078043175,95.55697445471881,52.70254517065905,10.058986832429417,106.35243939591766,5.100449189980439
355.35535535535536,0,83.78166586080931,88.0329301259892,45.58157578511812,7.996127269106024,106.72890281585934,8.52376711432328
360.36036036036035,0,50.93875991101241,65.05118275636343,36.146438224521376,6.994542939565699,107.10536623580101,7.722555123406878
365.3653653653654,0,188.6284428373218,62.144872168009655,56.33490234456123,9.70474193926658,107.4818296557427,7.8062743166777455
370.3703703703704,0,170.1657484540949,178.52668676832377,56.387455648545874,11.081215270606753,107.85829307568437,8.573162779155554
375.37537537537537,0,173.93121856696786,111.33277604830349,56.11735275138021,10.14861601206391,108.23475649562606,7.5287743267202325
380.38038038038036,0,181.11595893661078,106.1191976591618,37.16388634144618,10.214107143619643,108.61121991556774,6.105559198171311
385.3853853853854,0,62.58759079479536,141.55767392316838,43.537180325429645,8.375116924743434,108.98768333550942,4.617685738638108
390.3903903903904,0,110.93917385252635,86.1904665438077,59.54968968422625,8.511640475207642,109.3641467554511,9.394896915299876
395.3953953953954,0,69.69774011927205,173.99534207402704,53.16037428929971,9.003884933495847,109.74061017539279,4.13305076291428
400.4004004004004,0,196.7275823988509,154.36140172986626,30.815022636766795,11.249972673925011,110.11707359533446,8.647396192796974
405.4054054054054,0,155.96068156068486,70.72932027747115,31.95613773781476,9.180153435375765,110.49353701527615,4.197797175828941
410.4104104104104,0,106.25266422495037,110.1096930941914,43.91794130436998,8.776698680911878,110.87000043521783,7.992457425484945
415.4154154154154,0,60.804919548624014,165.49419690745975,57.27660617584681,8.698511344584375,111.2464638551595,9.168062563275805
420.42042042042044,0,102.86699469166257,173.36784267496924,46.161053938581425,9.65785753395779,111.62292727510119,4.051505743333954
425.42542542542543,0,105.281164744547,116.08818134998437,44.934375241028704,8.846946015140706,111.99939069504286,2.5143539720512944
430.4304304304304,0,174.0330503174709,133.6093667052849,33.16421099869892,10.484801506928692,112.37585411498455,3.1998877610971412
435.4354354354354,0,158.38477013038624,80.04407353104902,49.70340314172882,9.36835650557346,112.75231753492622,7.789644496224715
440.44044044044045,0,200.8261662379755,178.9402351364372,54.66309481800677,11.700626851806069,113.12878095486792,10.13648406591991
445.44544544544544,0,130.27653727753136,87.80060416601322,41.41260022522687,8.922539808040826,113.50524437480959,2.365602817727524
450.45045045045043,0,70.33102180951128,173.12781289621506,53.26835552775982,9.00353762963345,113.88170779475126,9.016243419788694
455.4554554554555,0,171.25161382790915,137.95759787908423,58.93429961702435,10.494396244744447,114.25817121469295,5.222191874171974
460.46046046046047,0,179.33345826487258,132.9284153854631,36.112993773830674,10.580595396079397,114.63463463463464,6.542714548047324
465.46546546546546,0,145.41712358681434,121.52262132198103,45.69988893584224,9.731181791566001,115.01109805457631,10.88051124669204
470.47047047047045,0,181.06442059227535,87.68037740613104,38.614138742537264,9.936494072937473,115.387561474518,5.125315769231973
475.4754754754755,0,133.94525138194643,81.18336384066099,53.785632571015185,8.896655485248843,115.76402489445968,6.408118605549724
480.4804804804805,0,138.864580994939,86.45834508842104,47.32780097643473,9.074166796225095,116.14048831440135,2.0573458467699925
485.48548548548547,0,122.68197312095344,82.37259145731053,49.03747252650911,8.689228334278727,116.51695173434304,2.7103900101467966
490.4904904904905,0,54.321251546496185,153.5501368280104,53.93742478847682,8.38967708335008,116.89341515428472,4.412434546822719
495.4954954954955,0,68.34154258886176,102.0150311000076,41.879114179873646,7.897056318277349,117.2698785742264,2.191728062380681
500.5005005005005,0,55.34296156674482,66.94112118760756,57.45270205221129,7.110976049149009,117.64634199416808,7.995507623035679
505.5055055055055,0,158.18976991484266,176.29231561689735,45.9908660173842,10.808180132550314,118.02280541410977,6.021010210081532
510.5105105105105,0,103.44051678297554,166.05430619561108,34.73864468506044,9.559624928593678,118.39926883405144,7.188128500090183
515.5155155155155,0,136.45701749799946,171.33027398342557,50.876973545064075,10.299094459711373,118.77573225399313,3.5978178775559555
520.5205205205206,0,204.2863005674358,179.38893871757222,53.797840513147634,11.776560092112298,119.15219567393481,4.7596781622903315
525.5255255255255,0,92.37967895530875,80.86742990633847,39.5028503120258,8.060605027701252,119.52865909387648,8.288251596834417
530.5305305305305,0,119.76509691605706,107.54904226831906,55.71537770996259,9.008537572345928,119.90512251381816,11.176893140919747
535.5355355355356,0,178.44369355231828,150.98861708449095,57.18429764297299,10.83370312731373,120.28158593375986,2.4006097769217174
